"start";"end";"Please select which group the respondent belongs to";"Please select which group the respondent belongs to/Local community";"Please select which group the respondent belongs to/Local government";"Please select which group the respondent belongs to/National government";"Please select which group the respondent belongs to/Regulator";"Please select which group the respondent belongs to/NGO/Civil Society";"Please select which group the respondent belongs to/Utility provider";"Please select which group the respondent belongs to/Other (please specify)";"Other (specify)";"How was the respondent affected by the construction of the dam?";"Other (specify)";"Do you understand the purpose of our research?";"Do you consent to participating in our research?";"How important is the river for you?";"How do you use the river?";"Drinking water";"Irrigation";"Washing and bathing";"Fishing for consumption";"Fishing to sell";"Tourism";"Cultural significance";"Transport";"Prevent climate change";"Protect biodiversity";"How important are forests for you?";"How do you use the forest?";"Firewood";"Collecting herbs / medicinal plants";"Food (animal)";"Food (fruits)";"Cultural significance";"Construction";"Livestock grazing";"Agriculture";"Prevent climate change";"Protect biodiversity";"Have you received any financial compensation following construction of the dam?";"Do you think you should have been compensated following construction of the dam?";"How did/will you receive this compensation?";"Are you happy with the amount of compensation?";"Are you happy with the timing of compensation?";"Do you have access to electricity?";"Do you receive any of these services from the dam?";"Electricity";"Irrigation";"Drinking water";"Employment";"How do you feel about the benefits you receive from the dam?";"Has any land that you own or rent been impacted by the dam?";"When did you hear about the construction of the dam?";"Did you have the opportunity to participate in decision-making?";"How did you participate in decision-making?";"How did you participate in decision-making? (other specify)";"Do you feel that decision-makers listened to you?";"Have you noticed a change in the environment around you following the construction of the dam?";"Have you noticed a change in the amount of wildlife around you following the construction of the dam?";"""Dam development has fairly balanced the needs for society, biodiversity conservation and energy generation"". Do you:";"How important are the following themes to you?";"1st choice";"2nd choice";"3rd choice";"4th choice";"5th choice";"How important are the following themes to you?";"1st choice";"2nd choice";"3rd choice";"What is your age?";"What gender do you identify with?";"What is your highest level of education?";"What is your current occupation?";"Other (specify)";"Please select all that apply";"Please select all that apply/Farming crops (for household)";"Please select all that apply/Farming crops (to sell)";"Please select all that apply/Fishing (for household)";"Please select all that apply/Fishing (to sell)";"Please select all that apply/Livestock (for household)";"Please select all that apply/Livestock (to sell)";"What was your occupation before the dam was built?";"Other (specify)";"Please select all that apply";"Please select all that apply/Farming crops (for household)";"Please select all that apply/Farming crops (to sell)";"Please select all that apply/Fishing (for household)";"Please select all that apply/Fishing (to sell)";"Please select all that apply/Livestock (for household)";"Please select all that apply/Livestock (to sell)";"In the last year, how many months have you received a salary or income?";"How many people live in your household?";"In the last year, how many people in your household received a salary or other source of income?";"Which of these do you have in your household?";"Which of these do you have in your household?/Bike";"Which of these do you have in your household?/Motorbike/scooter";"Which of these do you have in your household?/Car";"Which of these do you have in your household?/TV";"Which of these do you have in your household?/Radio";"Which of these do you have in your household?/Computer";"Which of these do you have in your household?/Washing machine";"Which of these do you have in your household?/Air conditioning";"Which of these do you have in your household?/Fan";"Which of these do you have in your household?/Bed";"Which of these do you have in your household?/Table";"Which of these do you have in your household?/Chairs";"Which of these do you have in your household?/Gas stove";"Which of these do you have in your household?/Microwave";"Which of these do you have in your household?/Fridge";"Which of these do you have in your household?/Freezer";"Which of these do you have in your household?/Pressure cooker";"Which of these do you have in your household?/Internet";"Which of these do you have in your household?/Water";"Which of these do you have in your household?/Electricity";"What country do you live in?";"What is your highest level of formal education?";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"__version__";"_tags";"_index"
"2023-06-21T11:32:29.014+05:30";"2023-06-21T11:35:24.498+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Not affected (far from dam)";"";"Yes";"Yes";"Very important";"";"Rarely ";"Never";"Never";"Never";"Never";"Rarely ";"Sometimes";"Sometimes";"Sometimes";"Sometimes";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Mostly";"Mostly";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Neutral";"No impact";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"It's slightly more damaged";"Slightly more wildlife";"Agree";"";"Livelihood and economy";"Access to clean energy";"Protect biodiversity and environment";"Food security";"Regulate climate change";"";"Livelihood and economy";"Health and wellbeing";"Food security ";"34";"Man";"Secondary School";"Shop owner / small business";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"8";"2";"Bike Motorbike/scooter Car TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Fridge Freezer Pressure cooker Internet Water Electricity";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"";"";"247457451";"06f1e7b1-1330-4cf1-94e3-e28fa22ab651";"2023-06-21T06:05:26";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"124"
"2023-06-21T11:35:24.520+05:30";"2023-06-21T11:39:49.596+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Not affected (far from dam)";"";"Yes";"Yes";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Sometimes";"Sometimes";"Sometimes";"Mostly";"Mostly";"Very important";"";"Never";"Never";"Never";"Never";"Sometimes";"Never";"Never";"Never";"Sometimes";"Sometimes";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Neutral";"No impact";"When it was already constructed";"";"";"";"I was not included in the decision-making process";"It's much more damaged";"Slightly less wildlife";"Agree";"";"Regulate climate change";"Protect biodiversity and environment";"Access to clean energy";"Livelihood and economy";"Food security";"";"Sustainable use of water and sanitation for all";"Gender equality and women's empowerment";"Sustainable economic growth and employment opportunities";"23";"Woman";"Undergraduate degree";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"5";"4";"Bike Motorbike/scooter Car TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Microwave Fridge Pressure cooker Internet Water Electricity";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"";"";"247458659";"159a4d55-ffe1-49d5-abfa-72d64b3c4f0d";"2023-06-21T06:09:51";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"125"
"2023-06-21T11:39:49.616+05:30";"2023-06-21T11:42:15.409+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Not affected (far from dam)";"";"Yes";"Yes";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Very happy";"No impact";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's much more healthy";"Slightly less wildlife";"Strongly agree";"";"Access to clean energy";"Protect biodiversity and environment";"Regulate climate change";"Livelihood and economy";"Food security";"";"Health and wellbeing";"Food security ";"Livelihood and economy";"63";"Woman";"Undergraduate degree";"Other";"Nurse";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"4";"4";"Bike Motorbike/scooter Car TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Microwave Fridge Freezer Pressure cooker Internet Water Electricity";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"247459415";"d9ce6d7e-5e28-4592-afcb-055f393511dc";"2023-06-21T06:12:17";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"126"
"2023-06-21T11:42:15.430+05:30";"2023-06-21T11:45:06.345+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Not affected (far from dam)";"";"Yes";"Yes";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Rarely ";"Sometimes";"Rarely ";"Rarely ";"Rarely ";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Rarely";"Rarely";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Very happy";"No impact";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's slightly more healthy";"Much more wildlife";"Strongly agree";"";"Access to clean energy";"Regulate climate change";"Protect biodiversity and environment";"Livelihood and economy";"Food security";"";"Better infrastructure";"Reduce inequality among and within countries";"Sustainable use of water and sanitation for all";"67";"Woman";"Undergraduate degree";"Other";"Nurse";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"8";"3";"Bike Motorbike/scooter Car TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"247460047";"d6b08fb6-d3ed-4cfe-814b-d3d2cdd501e0";"2023-06-21T06:15:07";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"127"
"2023-06-21T11:45:06.366+05:30";"2023-06-21T11:47:58.186+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Not affected (far from dam)";"";"Yes";"Yes";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Sometimes";"Sometimes";"Sometimes";"Sometimes";"Sometimes";"Very important";"";"Never";"Never";"Never";"Never";"Sometimes";"Sometimes";"Never";"Never";"Sometimes";"Sometimes";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Very happy";"No impact";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"No change";"No change";"Neither agree or disagree";"";"Livelihood and economy";"Food security";"Access to clean energy";"Protect biodiversity and environment";"Regulate climate change";"";"Health and wellbeing";"Food security ";"Livelihood and economy";"19";"Man";"Secondary School";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"5";"2";"Bike Motorbike/scooter TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"247460624";"c885123b-fc5c-4e4b-8d54-af3c4f5963d2";"2023-06-21T06:18:00";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"128"
"2023-06-21T11:47:58.206+05:30";"2023-06-21T11:51:14.945+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Not affected (far from dam)";"";"Yes";"Yes";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Sometimes";"Sometimes";"Sometimes";"Sometimes";"Very important";"";"Never";"Never";"Never";"Never";"Sometimes";"Never";"Never";"Never";"Sometimes";"Sometimes";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Very happy";"No impact";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"No change";"No change";"Neither agree or disagree";"";"Livelihood and economy";"Food security";"Access to clean energy";"Protect biodiversity and environment";"Regulate climate change";"";"Sustainable economic growth and employment opportunities";"Sustainable use of water and sanitation for all";"Gender equality and women's empowerment";"20";"Man";"Secondary School";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"7";"1";"Bike Motorbike/scooter TV Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"1";"1";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"247461450";"21bf10a8-97ec-43c5-8086-6c0ab99fa336";"2023-06-21T06:21:16";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"129"
"2023-06-21T11:51:14.968+05:30";"2023-06-21T11:54:09.743+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Not affected (far from dam)";"";"Yes";"Yes";"Very important";"";"Rarely ";"Never";"Never";"Never";"Never";"Never";"Sometimes";"Sometimes";"Sometimes";"Sometimes";"Very important";"";"Never";"Never";"Never";"Never";"Sometimes";"Never";"Never";"Never";"Sometimes";"Sometimes";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Very happy";"No impact";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"It's slightly more damaged";"Slightly less wildlife";"Agree";"";"Access to clean energy";"Livelihood and economy";"Food security";"Protect biodiversity and environment";"Regulate climate change";"";"Livelihood and economy";"Food security ";"Health and wellbeing";"74";"Woman";"No formal education";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"5";"1";"Bike Motorbike/scooter TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"247462085";"269090b9-bf18-4e59-82ef-09bbe04fd9ea";"2023-06-21T06:24:11";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"130"
"2023-06-21T11:54:09.765+05:30";"2023-06-21T11:56:06.413+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Not affected (far from dam)";"";"Yes";"Yes";"Very important";"";"Rarely ";"Never";"Never";"Rarely ";"Never";"Rarely ";"Sometimes";"Sometimes";"Sometimes";"Sometimes";"Very important";"";"Never";"Never";"Never";"Never";"Sometimes";"Sometimes";"Never";"Never";"Sometimes";"Sometimes";"Not applicable, no compensation due";"No";"";"";"";"Yes, but sometimes power cut (two hours every day)";"";"0%";"0%";"0%";"0%";"Quite happy";"No impact";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"No change";"No change";"Agree";"";"Access to clean energy";"Livelihood and economy";"Protect biodiversity and environment";"Food security";"Regulate climate change";"";"Access to clean energy";"Gender equality and women's empowerment";"Health and wellbeing";"26";"Woman";"Undergraduate degree";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"4";"2";"Bike Motorbike/scooter TV Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"247462821";"04d4bfc2-a84f-4e06-b97a-9d52d0b655a8";"2023-06-21T06:26:08";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"131"
"2023-06-21T11:56:06.433+05:30";"2023-06-21T11:57:52.518+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Not affected (far from dam)";"";"Yes";"Yes";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Rarely ";"Sometimes";"Rarely ";"Sometimes";"Sometimes";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Very happy";"No impact";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"No change";"No change";"Neither agree or disagree";"";"Access to clean energy";"Regulate climate change";"Protect biodiversity and environment";"Food security";"Livelihood and economy";"";"Peaceful and inclusive society";"Sustainable economic growth and employment opportunities";"Sustainable use of natural resources";"27";"Woman";"Undergraduate degree";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"6";"3";"Bike Motorbike/scooter TV Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"247463439";"7a9bb512-b47c-4ad5-aa6a-e006163aa07e";"2023-06-21T06:27:54";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"132"
"2023-06-21T11:57:52.541+05:30";"2023-06-21T12:00:04.859+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Not affected (far from dam)";"";"Yes";"Yes";"Very important";"";"Rarely ";"Never";"Never";"Never";"Never";"Sometimes";"Sometimes";"Sometimes";"Sometimes";"Sometimes";"Very important";"";"Never";"Rarely";"Never";"Rarely";"Sometimes";"Rarely";"Never";"Never";"Sometimes";"Sometimes";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Quite happy";"No impact";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"It's slightly more healthy";"Slightly more wildlife";"Strongly agree";"";"Food security";"Protect biodiversity and environment";"Access to clean energy";"Regulate climate change";"Livelihood and economy";"";"Education";"Gender equality and women's empowerment";"Sustainable use of water and sanitation for all";"32";"Man";"Postgraduate degree";"Shop owner / small business";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"10";"2";"Bike Motorbike/scooter Car TV Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"1";"1";"1";"1";"0";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"247463769";"71d2f65f-f9b4-4f89-977f-6f4a588e7e1c";"2023-06-21T06:30:06";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"133"
"2023-06-21T12:00:04.879+05:30";"2023-06-21T12:02:47.778+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Neutral";"";"Never";"Rarely ";"Sometimes";"Sometimes";"Rarely ";"Rarely ";"Sometimes";"Rarely ";"Rarely ";"Rarely ";"Very important";"";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"No, not compensated";"Yes";"";"";"";"Yes, always";"";"0%";"25%-49%";"0%";"0%";"Quite unhappy";"Less than half of the land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's slightly more damaged";"Slightly less wildlife";"Disagree";"";"Livelihood and economy";"Food security";"Regulate climate change";"Protect biodiversity and environment";"Access to clean energy";"";"Health and wellbeing";"Education";"Food security ";"48";"Man";"Primary School";"Farming";"";"Farming crops (for household)";"1";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"5";"1";"Motorbike/scooter TV Fan Bed Table Chairs Gas stove Pressure cooker Internet Water Electricity";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"";"";"247464378";"ecbeb890-070e-4121-8c46-03b8b6f4b5f2";"2023-06-21T06:32:49";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"134"
"2023-06-21T12:02:47.798+05:30";"2023-06-21T12:05:32.257+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Not at all important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Very important";"";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Yes, but still waiting for payment";"";"";"Very unhappy";"Very unah";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"Half of the land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's much more damaged";"Much less wildlife";"Strongly disagree";"";"Livelihood and economy";"Food security";"Protect biodiversity and environment";"Access to clean energy";"Regulate climate change";"";"Health and wellbeing";"Livelihood and economy";"Food security ";"68";"Woman";"No formal education";"Farming";"";"Farming crops (for household)";"1";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"12";"5";"1";"Motorbike/scooter TV Fan Bed Gas stove Pressure cooker Water Electricity";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"1";"1";"";"";"247464887";"2068f721-ca58-4350-9f4f-ff34445e63f0";"2023-06-21T06:35:46";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"135"
"2023-06-21T12:05:32.285+05:30";"2023-06-21T12:08:37.583+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Neutral";"";"Never";"Rarely ";"Sometimes";"Rarely ";"Rarely ";"Rarely ";"Sometimes";"Rarely ";"Sometimes";"Sometimes";"Very important";"";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Yes, but still waiting for payment";"";"";"Very unhappy";"Very unah";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"Half of the land";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"It's slightly more damaged";"Slightly less wildlife";"Disagree";"";"Food security";"Livelihood and economy";"Access to clean energy";"Regulate climate change";"Protect biodiversity and environment";"";"Education";"Livelihood and economy";"Health and wellbeing";"23";"Woman";"Undergraduate degree";"Other";"Student";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"6";"2";"Motorbike/scooter TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"247465357";"db68ef14-f750-400c-aba7-6a2683e16c94";"2023-06-21T06:38:39";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"136"
"2023-06-21T12:08:37.605+05:30";"2023-06-21T12:14:43.984+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Very important";"";"Never";"Rarely ";"Sometimes";"Rarely ";"Rarely ";"Sometimes";"Mostly";"Mostly";"Mostly";"Mostly";"Very important";"";"Never";"Never";"Never";"Never";"Sometimes";"Rarely";"Never";"Never";"Sometimes";"Sometimes";"Yes, but still waiting for payment";"";"";"Very unhappy";"Very unah";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"Half of the land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's slightly more damaged";"Slightly more wildlife";"Neither agree or disagree";"";"Access to clean energy";"Regulate climate change";"Protect biodiversity and environment";"Livelihood and economy";"Food security";"";"Sustainable economic growth and employment opportunities";"Education";"Health and wellbeing";"62";"Man";"Secondary School";"Other";"Driver";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"4";"3";"Bike Motorbike/scooter Car TV Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"";"";"247466473";"9372f002-f30f-4f62-b357-8f4d1c0ea187";"2023-06-21T06:44:46";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"137"
"2023-06-21T12:14:44.010+05:30";"2023-06-21T12:19:30.105+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Neutral";"";"Never";"Rarely ";"Sometimes";"Sometimes";"Rarely ";"Rarely ";"Sometimes";"Rarely ";"Sometimes";"Sometimes";"Very important";"";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Yes, but still waiting for payment";"";"";"Very unhappy";"Very unah";"Yes, always";"";"0%";"50%-74%";"1%-24%";"0%";"Very unhappy";"Less than half of the land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's slightly more damaged";"Slightly less wildlife";"Neither agree or disagree";"";"Livelihood and economy";"Food security";"Protect biodiversity and environment";"Regulate climate change";"Access to clean energy";"";"Health and wellbeing";"Food security ";"Livelihood and economy";"57";"Woman";"Secondary School";"Farming";"";"Farming crops (for household)";"1";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"0";"4";"0";"Motorbike/scooter TV Fan Bed Gas stove Fridge Pressure cooker Water Electricity";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"1";"0";"1";"1";"";"";"247467127";"2dfcfcba-eea6-4401-9468-9a2ba76618c8";"2023-06-21T06:49:32";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"138"
